DB04571,0.023809524,0.116279073,0.023809524,0.093023255,0.047619049,0.093023255,0.071428575,0.093023255,0.116279073,0.023809524,0.116279073,0.023809524,0.116279073,0.047619049,0.093023255,0.046511628,0.071428575,0.116279073,0.023809524,0.139534891,0.023809524,0.116279073,0.046511628,0.095238097,0.046511628,0.095238097,0.116279073,0.023809524,0.139534891,0.023255814,0.095238097,0.046511628,0.071428575,0.069767445,0.095238097,0.069767445,0.023255814,0.071428575,0.116279073,0.047619049,0.093023255,0.095238097,0.069767445,0.162790701,0.095238097,0.209302321,0.166666672,0.116279073,0.095238097,0.162790701,0.069767445,0.119047619,0.116279073,0.142857149,0.255813956,0.047619049,0.116279073,0.116279073,0.119047619,0.162790701,0.095238097,0.046511628,0.071428575,0.069767445,0.069767445,0.071428575,0.069767445,0.023809524,0.093023255,0.214285716,0.139534891,0.162790701,0.071428575,0.046511628,0.166666672,0.093023255,0.166666672,0.069767445,0.069767445,0.047619049,0.093023255,0.071428575,0.069767445,0.142857149,0.093023255,0.139534891,0.119047619,0.255813956,0.166666672,0.116279073,0.071428575,0.139534891,0.069767445,0.095238097,0.093023255,0.095238097,0.162790701,0.047619049,0.186046511,0.093023255,0.095238097,0.139534891,0.119047619,0.023255814,0.190476194,0.186046511,0.069767445,0.142857149,0.162790701,0.023809524,0.093023255,0.071428575,0.093023255,0.186046511,0.166666672,0.093023255,0.095238097,0.186046511,0.190476194,0.162790701,0.116279073,0.071428575,0.069767445,0.190476194,0.162790701,0.071428575,0.116279073,0.047619049
DB00855,0.06666667,0,0,0.06666667,0.13333334,0.13333334,0,0,0.06666667,0.13333334,0.200000003,0,0,0.06666667,0.06666667,0.1875,0,0,0,0.13333334,0.13333334,0.06666667,0,0,0.06666667,0.13333334,0.13333334,0,0,0.06666667,0.0625,0.200000003,0.06666667,0,0,0.13333334,0.13333334,0.0625,0,0,0.06666667,0.13333334,0.13333334,0,0,0.0625,0.06666667,0.13333334,0,0.06666667,0.06666667,0.06666667,0.0625,0.06666667,0.06666667,0.13333334,0.06666667,0.06666667,0,0.06666667,0.125,0.13333334,0.06666667,0.06666667,0.06666667,0.06666667,0.06666667,0.0625,0,0.200000003,0.06666667,0.06666667,0.06666667,0.06666667,0.06666667,0.0625,0.06666667,0.06666667,0,0.200000003,0.06666667,0.200000003,0.1875,0,0.200000003,0.200000003,0,0.06666667,0.06666667,0.266666681,0,0.06666667,0.13333334,0.200000003,0.06666667,0.200000003,0.06666667,0,0.06666667,0.06666667,0.06666667,0,0.13333334,0.06666667,0.06666667,0.25,0.06666667,0,0.06666667,0.13333334,0.13333334,0.06666667,0.0625,0.13333334,0.06666667,0.06666667,0.06666667,0,0.06666667,0.13333334,0.0625,0.06666667,0.13333334,0.06666667,0.06666667,0.06666667,0.06666667,0
DB09536,0.333333343,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0.333333343,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,0,0,0,0.333333343,0,0,0,0,0,0,0.25,0.333333343,0,0.25,0,0,0.25,0,0.25,0,0,0.25,0,0.333333343,0,0,0,0,0,0,0
DB01600,0.043478262,0.106382981,0.04255319,0.08510638,0.127659574,0.021276595,0.08510638,0.063829787,0.04255319,0.127659574,0.04255319,0.08510638,0.106382981,0.021276595,0.127659574,0.04255319,0.063829787,0.127659574,0.021276595,0.08510638,0.063829787,0.08510638,0.127659574,0.021276595,0.106382981,0.08510638,0.04255319,0.127659574,0.04255319,0.08510638,0.063829787,0.04255319,0.08510638,0.04255319,0.063829787,0.063829787,0.148936167,0.148936167,0.127659574,0.063829787,0.08510638,0.04255319,0.106382981,0.148936167,0.148936167,0.063829787,0.021276595,0.08510638,0.04255319,0.063829787,0.08510638,0.063829787,0.08510638,0.04255319,0.08510638,0.106382981,0.063829787,0.148936167,0.021276595,0.191489369,0.08510638,0.04255319,0.063829787,0.086956523,0.043478262,0.148936167,0.063829787,0.127659574,0.063829787,0.063829787,0.063829787,0.08510638,0.212765962,0.170212761,0.127659574,0.04255319,0.148936167,0.08510638,0.063829787,0.063829787,0.106382981,0.063829787,0.063829787,0.063829787,0.255319148,0.106382981,0.127659574,0.08510638,0.063829787,0.106382981,0.08510638,0.08510638,0.04255319,0.063829787,0.063829787,0.170212761,0.04255319,0.148936167,0.08510638,0.04255319,0.063829787,0.063829787,0.106382981,0.063829787,0.063829787,0.276595742,0.063829787,0.063829787,0.148936167,0.106382981,0.08510638,0.170212761,0.08510638,0.04255319,0.04255319,0.04255319,0.063829787,0.063829787,0.063829787,0.106382981,0.08510638,0.234042555,0.063829787,0.08510638,0.191489369,0.063829787,0.191489369,0.065217391
DB09000,0.055555556,0.069444448,0.06849315,0.083333336,0.069444448,0.06849315,0.069444448,0.083333336,0.06849315,0.083333336,0.083333336,0.06849315,0.069444448,0.083333336,0.08219178,0.069444448,0.083333336,0.08219178,0.083333336,0.083333336,0.06849315,0.069444448,0.069444448,0.06849315,0.083333336,0.055555556,0.06849315,0.069444448,0.069444448,0.06849315,0.083333336,0.152777776,0.10958904,0.055555556,0.111111112,0.08219178,0.125,0.069444448,0.05479452,0.125,0.069444448,0.04109589,0.069444448,0.083333336,0.08219178,0.069444448,0.069444448,0.06849315,0.055555556,0.069444448,0.08219178,0.125,0.069444448,0.16438356,0.138888896,0.083333336,0.06849315,0.041666668,0.055555556,0.05479452,0.097222224,0.055555556,0.06849315,0.194444448,0.055555556,0.08219178,0.055555556,0.069444448,0.178082198,0.055555556,0.083333336,0.06849315,0.069444448,0.083333336,0.02739726,0.027777778,0.041666668,0.04109589,0.097222224,0.125,0.08219178,0.111111112,0.180555552,0.09589041,0.097222224,0.138888896,0.19178082,0.069444448,0.111111112,0.06849315,0.111111112,0.083333336,0.08219178,0.138888896,0.111111112,0.09589041,0.125,0.069444448,0.10958904,0.083333336,0.055555556,0.10958904,0.125,0.069444448,0.08219178,0.097222224,0.083333336,0.09589041,0.194444448,0.069444448,0.06849315,0.097222224,0.194444448,0.08219178,0.083333336,0.069444448,0.19178082,0.083333336,0.055555556,0.02739726,0.027777778,0.055555556,0.04109589,0.069444448,0.069444448,0.08219178,0.055555556,0.069444448
DB11630,0.073394492,0.073394492,0.088685013,0.073394492,0.076219514,0.085626908,0.073394492,0.076452598,0.085626908,0.070121951,0.076452598,0.079510704,0.027522936,0.024390243,0.067278288,0.091743119,0.061162081,0.110091746,0.067073174,0.100917429,0.070336394,0.039755352,0.042682927,0.048929665,0.051987767,0.055045873,0.070336394,0.030487806,0.03058104,0.021406727,0.021406727,0.070336394,0.036697246,0.061162081,0.082568809,0.09785933,0.05792683,0.033639144,0.042813454,0.042813454,0.033639144,0.088414632,0.09785933,0.064220183,0.058103975,0.076219514,0.079510704,0.079510704,0.033639144,0.04587156,0.060975611,0.036697246,0.04587156,0.079510704,0.064024389,0.09785933,0.055045873,0.03058104,0.070336394,0.036585364,0.058103975,0.088685013,0.088685013,0.067278288,0.04587156,0.076452598,0.03058104,0.036697246,0.042682927,0.079510704,0.09785933,0.088685013,0.051987767,0.036585364,0.064220183,0.04587156,0.048929665,0.024390243,0.061162081,0.082568809,0.103975534,0.067278288,0.060975611,0.024464833,0.024464833,0.055045873,0.088414632,0.094801225,0.082568809,0.073394492,0.04587156,0.039634146,0.064220183,0.082568809,0.082568809,0.09785933,0.064220183,0.064220183,0.027522936,0.085626908,0.094512194,0.042813454,0.039755352,0.03058104,0.076452598,0.05792683,0.073394492,0.048929665,0.058103975,0.070121951,0.064220183,0.09785933,0.055045873,0.073394492,0.042682927,0.033639144,0.055045873,0.036697246,0.048780486,0.03058104,0.03058104,0.067278288,0.064220183,0.045731708,0.051987767,0.042813454,0.03058104,0.021406727
DB00553,0.02631579,0.105263159,0.025641026,0.131578952,0.02631579,0.128205135,0.02631579,0.131578952,0.02631579,0.131578952,0.025641026,0.131578952,0.02631579,0.102564104,0.02631579,0.131578952,0.02631579,0.131578952,0.025641026,0.131578952,0.02631579,0.102564104,0.02631579,0.131578952,0.02631579,0.131578952,0.051282052,0.131578952,0.052631579,0.128205135,0.02631579,0.131578952,0.02631579,0.078947365,0.102564104,0.052631579,0.078947365,0.07692308,0.052631579,0.105263159,0.105263159,0.157894731,0.07692308,0.210526317,0.052631579,0.15384616,0.210526317,0.052631579,0.105263159,0.105263159,0.051282052,0.052631579,0.184210524,0.102564104,0.210526317,0.052631579,0.210526317,0.078947365,0.205128208,0.078947365,0.105263159,0.230769232,0.157894731,0.236842111,0.078947365,0.078947365,0.205128208,0.105263159,0.078947365,0.07692308,0.052631579,0.052631579,0.078947365,0.131578952,0.102564104,0.184210524,0.078947365,0.07692308,0.105263159,0.315789461,0.157894731,0.105263159,0.102564104,0.105263159,0.078947365,0.205128208,0.052631579,0.105263159,0.105263159,0.02631579,0.282051295,0.078947365,0.052631579,0.07692308,0.078947365,0.105263159,0.052631579,0.078947365,0.102564104,0.157894731,0.210526317,0.15384616,0.078947365,0.184210524,0.052631579,0.184210524,0.102564104,0.157894731,0.078947365,0.07692308,0.184210524,0.184210524,0.105263159,0.078947365,0.07692308,0.078947365,0.078947365,0.102564104,0.263157904,0.052631579,0.184210524,0.052631579,0.102564104,0.105263159,0.184210524,0.179487184,0.052631579,0.078947365
DB06261,0.029411765,0.088235296,0.085714288,0.05882353,0.088235296,0.028571429,0.117647059,0,0.14705883,0.029411765,0.085714288,0.05882353,0.057142857,0.088235296,0.029411765,0.114285715,0,0.142857149,0,0.088235296,0.057142857,0.05882353,0.085714288,0.029411765,0.117647059,0,0.14705883,0,0.088235296,0.05882353,0.057142857,0.088235296,0.028571429,0.088235296,0.05882353,0.057142857,0.029411765,0.028571429,0.088235296,0.117647059,0.028571429,0.117647059,0.057142857,0.117647059,0.05882353,0.057142857,0.05882353,0.028571429,0.117647059,0.088235296,0.057142857,0.05882353,0.057142857,0.029411765,0.029411765,0.085714288,0.029411765,0.114285715,0.088235296,0.117647059,0.057142857,0.05882353,0.085714288,0.05882353,0.05882353,0.028571429,0.088235296,0.057142857,0.05882353,0.05882353,0.085714288,0,0.085714288,0.05882353,0,0.057142857,0.029411765,0.028571429,0.05882353,0.088235296,0,0.029411765,0.085714288,0.088235296,0.05882353,0.057142857,0.088235296,0,0.088235296,0.05882353,0.085714288,0.05882353,0.057142857,0.088235296,0.05882353,0.114285715,0.088235296,0.057142857,0.088235296,0.05882353,0.057142857,0.117647059,0.057142857,0.05882353,0.088235296,0.057142857,0.14705883,0.114285715,0.05882353,0.088235296,0.057142857,0.05882353,0.057142857,0.117647059,0.05882353,0.057142857,0.088235296,0.057142857,0.029411765,0.088235296,0.085714288,0.088235296,0.028571429,0.029411765,0.029411765,0.028571429,0.05882353,0.05882353
DB01878,0.033333335,0.064516127,0.100000001,0,0.161290318,0.033333335,0.064516127,0.129032254,0,0.161290318,0.064516127,0.033333335,0.161290318,0,0.096774191,0.064516127,0.033333335,0.161290318,0,0.100000001,0.096774191,0.032258064,0.166666672,0,0.096774191,0.100000001,0.032258064,0.166666672,0,0.064516127,0.13333334,0.032258064,0.161290318,0,0.064516127,0.096774191,0.06666667,0.129032254,0.06666667,0.096774191,0.096774191,0.06666667,0.032258064,0.193548381,0.06666667,0.096774191,0.129032254,0.033333335,0.225806445,0.193548381,0.06666667,0.064516127,0.233333334,0.096774191,0.096774191,0.100000001,0.064516127,0.096774191,0.100000001,0.064516127,0.225806445,0.200000003,0.064516127,0.100000001,0.200000003,0.064516127,0.13333334,0.225806445,0.129032254,0.06666667,0.064516127,0.096774191,0.06666667,0.161290318,0.064516127,0.033333335,0.129032254,0.200000003,0.032258064,0.161290318,0.200000003,0.129032254,0.161290318,0.06666667,0.129032254,0.161290318,0.200000003,0.064516127,0.129032254,0.233333334,0.096774191,0.200000003,0.064516127,0.064516127,0.100000001,0.096774191,0.096774191,0.06666667,0.258064508,0.032258064,0.100000001,0.225806445,0.033333335,0.129032254,0.193548381,0.06666667,0.064516127,0.193548381,0.06666667,0.225806445,0.258064508,0.100000001,0.064516127,0.064516127,0.100000001,0.064516127,0.266666681,0.129032254,0.064516127,0.200000003,0.064516127,0.129032254,0.200000003,0.064516127,0.129032254,0.233333334,0.064516127,0.033333335
DB00140,0.0625,0.051546391,0.083333336,0.092783503,0.052083332,0.072164945,0.072916664,0.082474224,0.0625,0.082474224,0.113402061,0.052083332,0.06185567,0.083333336,0.082474224,0.0625,0.06185567,0.083333336,0.082474224,0.051546391,0.083333336,0.051546391,0.0625,0.030927835,0.052083332,0.030927835,0.03125,0.030927835,0.030927835,0.0625,0.144329891,0.125,0.134020612,0.09375,0.103092782,0.104166664,0.051546391,0.051546391,0.072916664,0.072164945,0.083333336,0.051546391,0.0625,0.051546391,0.0625,0.092783503,0.12371134,0.083333336,0.051546391,0.041666668,0.072164945,0.0625,0.051546391,0.125,0.164948449,0.092783503,0.072916664,0.072164945,0.072916664,0.072164945,0.072916664,0.113402061,0.125,0.092783503,0.12371134,0.145833328,0.164948449,0.072916664,0.06185567,0.125,0.12371134,0.052083332,0.113402061,0.082474224,0.125,0.072164945,0.0625,0.082474224,0.052083332,0.082474224,0.072916664,0.103092782,0.103092782,0.104166664,0.06185567,0.072916664,0.072164945,0.166666672,0.051546391,0.052083332,0.082474224,0.051546391,0.041666668,0.06185567,0.083333336,0.030927835,0.09375,0.092783503,0.125,0.051546391,0.06185567,0.052083332,0.06185567,0.020833334,0.06185567,0.072916664,0.113402061,0.072916664,0.072164945,0.051546391,0.052083332,0.030927835,0.104166664,0.082474224,0.114583336,0.082474224,0.041666668,0.051546391,0.051546391,0.020833334,0.092783503,0.114583336,0.082474224,0.09375,0.082474224,0.083333336,0.082474224,0.0625
